id,trigger,conditions,script,text,options,notes
nskr_kq_job4IntelFind,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_status == active
nskr_quest kq is JOB4_ACTIVE
!nskr_quest kq flag JOB4_FRIENDLY_FOUND",,"Figure out the location of the Operations fleet, and establish contact.",,
nskr_kq_job4IntelNicholas,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_status == active
nskr_quest kq is JOB4_ACTIVE
!nskr_quest kq flag JOB4_FRIENDLY_FOUND
nskr_quest kq check outpostExists
!nskr_quest kq check nicholasTipGiven",,You should talk to Nicholas Antoine at $nskr_kq_outpostName in $nskr_kq_job4OutpostSystem.,,
nskr_kq_job4IntelCoordinates,nskr_kqIntelBullets,"$nskr_intel_key == job4
nskr_quest kq is JOB4_ACTIVE JOB4_DONE
$nskr_intel_mode != update
!nskr_quest kq flag JOB4_FRIENDLY_FOUND
nskr_quest kq flag JOB4_HINT_WRECK_READ
!nskr_quest kq check job4FriendlyNamed",,Reach the coordinates in $nskr_kq_job4FriendlySystem,,
nskr_kq_job4IntelCoordinatesNear,nskr_kqIntelBullets,"$nskr_intel_key == job4
nskr_quest kq is JOB4_ACTIVE JOB4_DONE
$nskr_intel_mode != update
!nskr_quest kq flag JOB4_FRIENDLY_FOUND
nskr_quest kq flag JOB4_HINT_WRECK_READ
nskr_quest kq check job4FriendlyNamed",,Reach the coordinates in $nskr_kq_job4FriendlySystem near $nskr_kq_job4FriendlyEntity,,
nskr_kq_job4IntelFriendlyFound,nskr_kqIntelBullets,"$nskr_intel_key == job4
nskr_quest kq is JOB4_ACTIVE JOB4_DONE
$nskr_intel_mode != update
nskr_quest kq flag JOB4_FRIENDLY_FOUND
!nskr_quest kq flag JOB4_FRIENDLY_HELPED
!nskr_quest kq check job4FriendlyNamed",,You found the remains of the Kesteven operations fleet in $nskr_kq_job4FriendlySystem,,
nskr_kq_job4IntelFriendlyFoundOrbiting,nskr_kqIntelBullets,"$nskr_intel_key == job4
nskr_quest kq is JOB4_ACTIVE JOB4_DONE
$nskr_intel_mode != update
nskr_quest kq flag JOB4_FRIENDLY_FOUND
!nskr_quest kq flag JOB4_FRIENDLY_HELPED
nskr_quest kq check job4FriendlyNamed",,You found the remains of the Kesteven operations fleet in $nskr_kq_job4FriendlySystem orbiting $nskr_kq_job4FriendlyEntity,,
nskr_kq_job4IntelDeliver,nskr_kqIntelBullets,"$nskr_intel_key == job4
nskr_quest kq is JOB4_ACTIVE JOB4_DONE
$nskr_intel_mode != update
nskr_quest kq flag JOB4_FRIENDLY_FOUND
!nskr_quest kq flag JOB4_FRIENDLY_HELPED
nskr_quest kq flag JOB4_FRIENDLY_TALKED",,Deliver the supplies and fuel to the Operations fleet.,,
nskr_kq_job4IntelAntoine,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_status == active
nskr_quest kq is JOB4_ACTIVE
nskr_quest kq check job4TargetKnown
!nskr_quest kq flag JOB4_TARGET_FOUND
nskr_quest kq check nicholasTipGiven",,Antoine told you to check out the $nskr_kq_job4TargetSystem.,,
nskr_kq_job4IntelInvestigate,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_status == active
nskr_quest kq is JOB4_ACTIVE
nskr_quest kq check job4TargetKnown
!nskr_quest kq flag JOB4_TARGET_FOUND
!nskr_quest kq flag JOB4_TARGET_DESTROYED
nskr_quest kq flag JOB4_TARGET_HINT
!nskr_quest kq check job4TargetNamed",,Investigate the $nskr_kq_job4TargetSystem,,
nskr_kq_job4IntelInvestigateEntity,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_status == active
nskr_quest kq is JOB4_ACTIVE
nskr_quest kq check job4TargetKnown
!nskr_quest kq flag JOB4_TARGET_FOUND
!nskr_quest kq flag JOB4_TARGET_DESTROYED
nskr_quest kq flag JOB4_TARGET_HINT
nskr_quest kq check job4TargetNamed",,Investigate the $nskr_kq_job4TargetEntity in $nskr_kq_job4TargetSystem,,
nskr_kq_job4IntelTargetFound,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_status == active
nskr_quest kq is JOB4_ACTIVE
nskr_quest kq check job4TargetKnown
nskr_quest kq flag JOB4_TARGET_FOUND
!nskr_quest kq flag JOB4_TARGET_DESTROYED
!nskr_quest kq check job4TargetNamed",,You found the Enigma strike group in $nskr_kq_job4TargetSystem,,
nskr_kq_job4IntelTargetFoundOrbiting,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_status == active
nskr_quest kq is JOB4_ACTIVE
nskr_quest kq check job4TargetKnown
nskr_quest kq flag JOB4_TARGET_FOUND
!nskr_quest kq flag JOB4_TARGET_DESTROYED
nskr_quest kq check job4TargetNamed",,You found the Enigma strike group in $nskr_kq_job4TargetSystem orbiting $nskr_kq_job4TargetEntity,,
nskr_kq_job4IntelThreats,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_status == active
nskr_quest kq is JOB4_ACTIVE
!nskr_quest kq flag JOB4_TARGET_DESTROYED",,Eliminate any possible threats in the area.,,
nskr_kq_job4IntelReport,nskr_kqIntelBullets,"$nskr_intel_key == job4
nskr_quest kq is JOB4_DONE
$nskr_intel_mode != update","SetTextHighlights ""report back to Alice Lumi""",With both of the fleets taken care of you should report back to Alice Lumi.,,
nskr_kq_job4IntelCompleted,nskr_kqIntelBullets,"$nskr_intel_key == job4
nskr_quest kq reached JOB5_OFFERED
!nskr_quest kq flag JOB4_FAILED
$nskr_intel_mode != update",,You managed to complete the job.,,
nskr_kq_job4IntelFailed,nskr_kqIntelBullets,"$nskr_intel_key == job4
nskr_quest kq reached JOB5_OFFERED
nskr_quest kq flag JOB4_FAILED
$nskr_intel_mode != update",,"You attacked the Special Operations fleet, job failed. You won't be working with Kesteven anytime soon.",,
nskr_kq_job4IntelDone,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_update == done","SetTextHighlightColors yellowTextColor
SetTextHighlights ""report back to $nskr_kq_homeName""","With the threat eliminated and the Operations fleet located, you can report back to $nskr_kq_homeName to finish the job.",,Sent by KestevenJob4Module when both fleets are taken care of
nskr_kq_job4IntelAttacked,nskr_kqIntelBullets,"$nskr_intel_key == job4
$nskr_intel_update == failed","SetTextHighlightColors yellowTextColor
SetTextHighlights ""Mission failed""","You attacked the Special Operations fleet. Mission failed, better not to talk to anyone about this.",,Sent by KestevenJob4Module when the player attacks the Special Operations fleet
nskr_kq_job4IntelDescActive,nskr_kqIntelDesc,"$nskr_intel_key == job4
nskr_quest kq is JOB4_ACTIVE",,Alice told of a lost Special Operations fleet located somewhere in $nskr_kq_job4SearchArea.,,
nskr_kq_job4IntelDescReturn,nskr_kqIntelDesc,"$nskr_intel_key == job4
nskr_quest kq is JOB4_DONE",,Return to $nskr_kq_homeName.,,
nskr_kq_job4IntelDescCompleted,nskr_kqIntelDesc,"$nskr_intel_key == job4
nskr_quest kq reached JOB5_OFFERED
!nskr_quest kq flag JOB4_FAILED",,Mission complete,,
nskr_kq_job4IntelDescFailed,nskr_kqIntelDesc,"$nskr_intel_key == job4
nskr_quest kq reached JOB5_OFFERED
nskr_quest kq flag JOB4_FAILED",,Mission failed,,
,,,,,,
# KESTEVEN QUESTLINE: SATELLITES,,,,,,
nskr_kq_satelliteEmpty,nskr_kqSatellite,nskr_quest kq check satelliteEmpty,ShowDefaultVisual,This autonomous satellite is now cold and dead. There is nothing to discover here.,defaultLeave:Leave,Opened through the claim KestevenSatelliteModule places on every data-disk satellite. A satellite is empty once salvaged; the two in Unknown Site are empty from world generation
nskr_kq_satelliteFirst,nskr_kqSatellite,"!nskr_quest kq check satelliteEmpty
nskr_quest kq check noSatellite",ShowDefaultVisual,"This autonomous satellite emits a weak signal, the message it's trying to relay is garbled beyond any meaning. Likely due to the equipment getting blasted with radiation for countless years. There is not much else to discover here.","defaultLeave:Leave
nskr_kq_satelliteLook:Take a closer look",
nskr_kq_satelliteSecond,nskr_kqSatellite,"!nskr_quest kq check satelliteEmpty
nskr_quest kq check oneSatellite",ShowDefaultVisual,"This autonomous satellite just like the last one emits a weak signal, the message it's trying to relay is garbled beyond any meaning. Likely due to the equipment getting blasted with radiation for countless years.","nskr_kq_satelliteSearch:See if this one also has a disk to recover
defaultLeave:Leave",
nskr_kq_satelliteSilent,nskr_kqSatellite,,ShowDefaultVisual,,defaultLeave:Leave,"Fallback: two satellites counted and this one not salvaged, as after the story skip; the old dialog showed no text and no option and left on Escape"
,,,,,,
nskr_kq_satelliteLookSel,DialogOptionSelected,$option == nskr_kq_satelliteLook,"AddText ""You watch the satellite slowly rotate on your display, as it spins uncontrollably in the void of space.""
AddText ""The operations chief waits for your orders.""","As you fly in closer, the satellite slowly grows on your display from a tiny unrecognisable dot in space. Even once you've finished your approach it's still hard to make out any details on the zoomed in image, the satellite must be only a few metres in size.","defaultLeave:Leave
nskr_kq_satelliteSend:Send in the salvor crew",
nskr_kq_satelliteSendSel,DialogOptionSelected,$option == nskr_kq_satelliteSend,"AddText ""Suddenly the holodisplay flickers to life showing a closeup of the target. The surfaces of the satellite have a desaturated sheen to them, it looks like the slightest force could make the whole structure crumble apart. A clear sign of intense radiation bombardment.""
AddText ""The team starts carefully disassembling the structure looking for anything worth recovering. Not much of value is discovered at first, only data drives scrubbed clean by radiation, and other malfunctioning comms equipment. Until-""","Your ops chief oversees the mission by-the-book, staging approach-and-scan to maximize safety in the event of environmental or technological hazards. And after a while the salvor team is in place to inspect the satellite.","nskr_kq_satelliteInspect:Continue
defaultLeave:Leave",
nskr_kq_satelliteInspectSel,DialogOptionSelected,$option == nskr_kq_satelliteInspect,"AddText ""The ops chief runs a set of different scans on the compartment. Revealing inside a shielded data disk, connected to some sort of anti-tampering device. It is unclear what this device would do once triggered.""
AddText ""Your ops chief looks worried. \""There's no telling from outside what that device will do if triggered.\""""","The team reports of a hidden compartment inside the satellite. Unlike the rest of the equipment it has proper radiation shielding, clearly it's somehow important for the satellites intended function.","nskr_kq_satellitePrepare:Prepare to take the disk
defaultLeave:Leave",
nskr_kq_satellitePrepareSel,DialogOptionSelected,$option == nskr_kq_satellitePrepare,"AddText ""They pause for a second to think. \""... You know, there's a good chance it'll just do nothing. Considering the state that the rest of the equipment is in.\""""
AddText ""You order the ops chief to prepare a plan to recover the disk, and after a short wait you are ready to begin.""","The ops chief runs over the data you've gathered one last time. ""Well at least there's no sign of explosives onboard the satellite. Still the device could begin a self-destruct reactor overload, causing an intense radiation leak or an EM pulse. Alternatively it could simply send a hyperwave ping alerting nearby forces of tampering, whoever those might be.""","nskr_kq_satelliteProceed:Proceed with the operation
defaultLeave:Leave",
nskr_kq_satelliteProceedSel,DialogOptionSelected,$option == nskr_kq_satelliteProceed,"AddText ""Finally a salvor picks up the disk before it's disconnected, and you get a clear look at it \""Project : Enigma\"" is printed on it in faded red text.""
AddText ""The rest of the team hurries into the shielded shuttle as the last member prepares to disconnect the disk. Your ops chief is holding their breath at this point, as the tension at the bridge builds up.""",A handful of volunteers are sent in hardsuits to recover the disk. You closely watch as the team tries their best not to prematurely trip the device while trying to recover the disk.,nskr_kq_satelliteUnplug:Continue,No Escape from here until the disk is taken
nskr_kq_satelliteUnplugSel,DialogOptionSelected,$option == nskr_kq_satelliteUnplug,"AddText ""Onboard your comms officer picks up the disk, so they can deliver an initial report.""","They take a quick look at the disk one last time and then unplug it, and... nothing. Your ops chief helps finish the operation without further incident.",nskr_kq_satelliteReport:Continue,
nskr_kq_satelliteReportSel,DialogOptionSelected,$option == nskr_kq_satelliteReport,"FireBest nskr_kqSatelliteDiskReport
AddText ""Suddenly you are interrupted by multiple alarms going off at once on the bridge. Seems like the anti-tampering device only malfunctioned temporarily. \""Captain, the satellite just fired a hyperwave ping alerting the whole damn constellation of our presence.\""""
AddText ""It's time to leave, quickly."" gray
FireBest nskr_kqSatelliteSalvaged",,,
nskr_kq_satelliteDiskReport,nskr_kqSatelliteDiskReport,,,"Your comms officer approaches you ready to tell more about this disk. ""This is no ordinary data drive, and it's not just the radiation shielding. It has a construction I've never seen before, and can't find any reference to in our databases. Although all the data is encrypted, oddly enough the disk uses centuries old Domain encryption. So we could break it if we had more data to work with, and the right equipment.""",,Fallback: salvaged before job 5
nskr_kq_satelliteDiskReportJob5,nskr_kqSatelliteDiskReport,nskr_quest kq is JOB5_DISKS CACHE_KNOWN CACHE_CLEARED CHIP_RECOVERED COMPLETED FAILED,,"Your comms officer approaches you ready to tell more about this disk. ""This is no ordinary data drive, and it's not just the radiation shielding. It has a construction I've never seen before, it must be the disk we're looking for. As our intel suggested all the data is encrypted, oddly enough the disk uses centuries old Domain encryption.""",,"Every stage from job 5 on, and failure, as the old legacy stage above 15"
,,,,,,
nskr_kq_satelliteSearchSel,DialogOptionSelected,$option == nskr_kq_satelliteSearch,"AddText ""You watch the holofeed from multiple perspectives show the operation in progress, soon the team is in place to recover the disk.""","Your ops chief prepares the salvage operation, and after a short wait the salvor team is ready to go. They get in range without issue, and start looking for the same hidden compartment.","nskr_kq_satelliteScan:Continue
defaultLeave:Leave",
nskr_kq_satelliteScanSel,DialogOptionSelected,$option == nskr_kq_satelliteScan,"AddText ""The ops chief paces back and forth impatiently \""We're ready to go captain, just give us the word.\""""","Both the disk and anti-tampering device seem to be intact. The sensors team runs multiple scans on the satellite, then showing projections that confirm its nearly identical to the last one.","nskr_kq_satelliteRetrieve:Order the disk to be retrieved
defaultLeave:Leave",
nskr_kq_satelliteRetrieveSel,DialogOptionSelected,$option == nskr_kq_satelliteRetrieve,"AddText ""The ops chief quickly begins to bark orders to try and get a grip on the situation. \""It's stuck on loop broadcasting some hyperwave broadcast.\""The sensors office reports. \""It's harmless, well - as harmless as a hyperwave beam is, and seemingly unintentional. We should be able to capture it for later, maybe there's something of use here.\""""
AddText ""\""Well seems like the satellite is - mostly safe.\"" The ops chief says. \""We should move forward with the operation ASAP.\""""",Before you can give the go order the satellite suddenly comes to life. Sensor readings go haywire on the bridge as your crew scrambles to figure out what's going on.,nskr_kq_satelliteBroadcast:Continue,No Escape from here until the disk is taken
nskr_kq_satelliteBroadcastSel,DialogOptionSelected,$option == nskr_kq_satelliteBroadcast,"AddText ""During the wait the communications team has finished an early report on the broadcast. \""Not only is this broadcast encrypted, there's a heavy layer of corruption on top.\"" The comms officer says. \""But of course there's nothing a little elbow grease from our team can't solve.\""""
AddText ""\""With some cleanup, and a couple of decryption algorithms, we managed to extract a group of keywords that are repeated in the broadcast.\""""
nskr_quest kq do pickJob5FrostTip
AddText ""Enigma, Glacier, Frozen, $nskr_kq_keywordFrost, Heart, $nskr_kq_keywordConstellation"" gray
AddText ""\""Your guess is as good as mine captain.\"" They shrug. \""It's a miracle we got anything out from this data set.\""""
AddText ""The ops chief reports to you. \""With this mess solved we should get moving captain, anyone listening nearby knows that something's up.\""""
FireBest nskr_kqSatelliteSalvaged",The salvor team hastily recovers the disk with the help of some shielded drones - to minimize hyperwave exposure. The chiefs strict attention to protocol makes this seem like a routine operation. And in no time the shuttle is on its way back to your flagship.,,"pickJob5FrostTip picks the hint system where the old dialog first read it, before the keywords show its constellation"
,,,,,,
nskr_kq_satelliteSalvaged,nskr_kqSatelliteSalvaged,,"nskr_quest kq do salvageSatellite
Ping sensor_burst
Ping interdict
AddTextSmall ""Acquired Data Disk #$nskr_kq_satelliteDisk"" gray
SetTextHighlights ""Data Disk #$nskr_kq_satelliteDisk""
PlaySound ui_rep_raise
nskr_quest kq do wakeSatelliteGuard
SetShortcut nskr_kq_satelliteLeave ESCAPE",,nskr_kq_satelliteLeave:Leave,"salvageSatellite counts the satellite and the disk, empties the satellite and removes its marker; wakeSatelliteGuard sends the guard after the player"
nskr_kq_satelliteLeaveSel,DialogOptionSelected,$option == nskr_kq_satelliteLeave,"PlaySound ui_sensor_burst_on
DismissDialog",,,
,,,,,,
# KESTEVEN QUESTLINE: ELIZA,,,,,,
nskr_kq_elizaPort,OpenInteractionDialog,nskr_quest kq check elizaPort score:10000,"ShowDefaultVisual
AddText ""Seems like there's no clear way around this \""meeting\"".""","The port authority denies your docking access. You receive a message from Eliza, a request join her in a meeting. On the condition that you come alone, no guards or other crew of your own.","nskr_kq_elizaMeet:Agree to meet her
defaultLeave:Leave",Replaces the whole market dialog until the meeting has finished once; score:10000 wins over every vanilla market opening.
nskr_kq_elizaMeet,DialogOptionSelected,$option == nskr_kq_elizaMeet,"nskr_quest kq do elizaMeet
AddText ""\""There's going to be a delay of course, and it's going to get ugly - fast.\"" The captain says. There is a sour expression, they are not happy about this. \""Hopefully it won't come down to this.\""""","The marine captain, with the help of the black ops team hatch a contingency plan in case things go wrong with Eliza.",nskr_kq_elizaEscort:Continue,
nskr_kq_elizaEscort,DialogOptionSelected,$option == nskr_kq_elizaEscort,"AddText ""You are then escorted by group of rough looking bodyguards, who of course collect your sidearm for safekeeping. One of them has a fearsome scar on their left arm, wrapping all the way from the elbow to the shoulder. It's accentuated by many tattoos surrounding it, in an intricate pattern of abstract symbols and shapes - you wonder what causes such damage without killing them outright. The guards take you through a beaten down section of the port, presumably to the meeting.""
AddText ""After a short walk you arrive in a section that seems to have been recently refurbished. It's unusually modern looking, but still maintains a makeshift look.""
AddText ""The old and new clash in a patchwork of exposed pipe-works, rusted out surfaces, freshly renovated walls and brand new light fixtures.""","You agree to the offer, and shortly after the port authority gives the green light to land at a specific dock.",nskr_kq_elizaOffice:Continue,
nskr_kq_elizaOffice,DialogOptionSelected,$option == nskr_kq_elizaOffice,"ShowPersonVisual false nskr_anarchist
AddText ""\""Welcome to my humble port captain.\"" Eliza greets you from behind a fancy looking desk. \""Feel free to take a seat, we have a lot to discuss.\""""","The guards point you towards what looks like a small office. And immediately you spot Eliza in the room. She's wearing a flashy and ornate looking uniform - dark leather belts loop around and hang off of the blood red uniform, underlined by shiny gold pins and decorations - a fit for a warlord.","nskr_kq_elizaSit:Take a seat
nskr_kq_elizaStand:Keep standing",
nskr_kq_elizaSit,DialogOptionSelected,$option == nskr_kq_elizaSit,FireBest nskr_kqElizaCache,,,
nskr_kq_elizaStand,DialogOptionSelected,$option == nskr_kq_elizaStand,"$nskr_kq_elizaStood = true 0
FireBest nskr_kqElizaCache",,,
nskr_kq_elizaCache,nskr_kqElizaCache,,"AddText ""She sets down a handcrafted notebook down on the desk as she speaks.""
AddText ""Her tone turns inquisitive. \""I see you're also working on the same subject. Did they even tell you what you were *really* looking for in there?\""""","""As you may know I have personally gotten quite invested in this cache mystery. I managed to get my hands on two disks so far, the data recovered from them is fascinating. The plans they had...""","nskr_kq_elizaChip:""Some chip I think.""
nskr_kq_elizaNotReally:""Not really.""
nskr_kq_elizaNotTelling:""I'm not telling you.""",
,,,,,,
nskr_kq_elizaChip,DialogOptionSelected,$option == nskr_kq_elizaChip,FireBest nskr_kqElizaPower,"""It's not just some chip! It's the key to the old Domain's greatest technologies.""",,
nskr_kq_elizaNotReally,DialogOptionSelected,$option == nskr_kq_elizaNotReally,FireBest nskr_kqElizaPower,,,
nskr_kq_elizaNotTelling,DialogOptionSelected,$option == nskr_kq_elizaNotTelling,FireBest nskr_kqElizaPower,"""Would you stop being so hostile captain, I'm showing such hospitality to you. Try to just focus on the business at hand, anyways...""",,
nskr_kq_elizaPower,nskr_kqElizaPower,,"AddText ""\""What do you live for captain? To wake up at exact same minute every morning? To wear the exact same uniform every day? To only call people by Sir and Ma'am? To do exactly as your told? Even when your being slowly pushed to your death?\"" She looks more intent. \""When I saw so many of my peers slowly lose every part their selves to the bureaucracy machine - I swore I would never become one of them.\"" She sighs. \""It's a broken system captain - the Domain that is, are we really doomed to repeat the same cycle over and over again?\"" She stops for a moment.""
AddText ""\""The collapse gave such a beautiful opportunity for humanity to be born a new. The Hegemony is fatally gripped by the longing for an old world - Everything will be exactly the same it was no exceptions, leading to the same failures all over again. There's still a chance for us to learn from the past, all it takes is a second collapse.\"" She lets out a devilish little smile. \""That's where the Unlimited Production Chip comes in.\""""
AddText ""\""Now $nskr_kq_playerFullName, who do you think deserves to wield such power?\""""
AddText ""She leans back on her chair while waiting for your response, the chair made from exquisite dark leather towers over her.""","At the moment of the collapse the Cache was hosting the Unlimited Production Chip. It's the keys to construct the greatest ships ever known to mankind."" Eliza is starting to get quite worked up.","nskr_kq_elizaKesteven:""I'm sure the Kesteven Corporation are a responsible organization.""
nskr_kq_elizaNotYou:""Well, not you that's for sure.""
nskr_kq_elizaUnsure:""I'm not sure.""
nskr_kq_elizaBackHer:""You""
nskr_kq_elizaWhatPower:""And what would you do with this power?""
nskr_kq_elizaJoin:""Me""",
,,,,,,
nskr_kq_elizaUnsure,DialogOptionSelected,$option == nskr_kq_elizaUnsure,"AddText ""She's not letting you get away with the neutral option."" gray","""Such indecisiveness is not characteristic for a great captain. Come on spit it out, just say what you *really* think."" She leans forward and gives you an intense look.","nskr_kq_elizaKesteven:""The Kesteven Corporation will bring a new era of prosperity.""
nskr_kq_elizaNotYou:""Well, not a terrorist like you that's for sure.""
nskr_kq_elizaBackHer:""You, the great anarchist leader.""
nskr_kq_elizaWhatPower:""So, what would you do with this power?""
nskr_kq_elizaJoin:""Me, the greatest captain the sector's ever seen.""
nskr_kq_elizaNoPolitics:""I don't get involved in politics.""",
nskr_kq_elizaNoPolitics,DialogOptionSelected,$option == nskr_kq_elizaNoPolitics,"FireBest nskr_kqElizaKillingMachine
AddText ""This conversation is going nowhere, maybe you should feign interest."" gray",,"nskr_kq_elizaNotYou:""No, it's not like that at all.""
nskr_kq_elizaSilent:Remain silent
nskr_kq_elizaRefuse:""I'm not getting into an argument with some terrorist.""",
nskr_kq_elizaSayNothing,DialogOptionSelected,$option == nskr_kq_elizaSayNothing,FireBest nskr_kqElizaKillingMachine,,"nskr_kq_elizaSilent:Remain silent
nskr_kq_elizaRefuse:""I'm not getting into an argument with some terrorist.""",
nskr_kq_elizaKillingMachine,nskr_kqElizaKillingMachine,,,"""Damn, they really did brainwash you into the perfect killing machine huh. No strong emotions on any subject whatsoever. I'm sure you don't even flinch when you glass a colony with the flick of a switch."" She seems to be perplexed by you.",,
,,,,,,
nskr_kq_elizaKesteven,DialogOptionSelected,$option == nskr_kq_elizaKesteven,FireBest nskr_kqElizaPropaganda,,"nskr_kq_elizaRefuse:""I'm not listening to a political rant from a wanted terrorist.""
nskr_kq_elizaSayNothing:Say nothing
nskr_kq_elizaJoin:""Hmm, maybe you're right.""",
nskr_kq_elizaNotYou,DialogOptionSelected,$option == nskr_kq_elizaNotYou,FireBest nskr_kqElizaPropaganda,,"nskr_kq_elizaRefuse:""I'm not listening to a political rant from a wanted terrorist.""
nskr_kq_elizaJoin:""Hmm, maybe you're right.""",
nskr_kq_elizaPropaganda,nskr_kqElizaPropaganda,,"AddText ""\""Ready to toil away and not see a fraction of the profits you create for your Kesteven higher-ups. Did you really think you were going to wield even 1% of the power this chip would create?\"" She pauses for a moment, probably to cook up another political rant.""","""Another victim of corporate propaganda I see. Ready to die for the ""greater good"" I'm sure.""",,
,,,,,,
nskr_kq_elizaRefuse,DialogOptionSelected,$option == nskr_kq_elizaRefuse,"AddText ""\""Laws must exist to keep the people subservient, and those who show signs of disobedience will be punished.\""""
FireBest nskr_kqElizaFarGone","""Is that what they call it now. ""When tyranny becomes law, resistance becomes duty."" You ever hear of that captain?""",,
nskr_kq_elizaSilent,DialogOptionSelected,$option == nskr_kq_elizaSilent,FireBest nskr_kqElizaFarGone,,,
nskr_kq_elizaFarGone,nskr_kqElizaFarGone,,"AddText ""You're too far gone? No, she's clearly out of her mind. You're making the right call."" gray","""You really are too far gone. This can't work."" She turns on the chair to face perpendicular to you, as she tries to calm down.",nskr_kq_elizaDismissed:Continue,
,,,,,,
nskr_kq_elizaWhatPower,DialogOptionSelected,$option == nskr_kq_elizaWhatPower,"AddText ""\""It's time for the self fulfilling prophecy of this faux-Domain to come true.\""""","""It will grant us the power to free this sector of the old world blues captain."" Her eyes are lit up.","nskr_kq_elizaHowGood:""And how is this supposed to be a good thing?""
nskr_kq_elizaJoin:""I think I understand.""",
nskr_kq_elizaHowGood,DialogOptionSelected,$option == nskr_kq_elizaHowGood,,"""Because I'm the one willing to take action, the bureaucracy machine has overtaken every human action - Everything is cold and calculated to perfection. The people need to be freed from the inevitable total control of the Hegemony, by force if necessary."" She's at the edge of her chair.","nskr_kq_elizaViolence:""Even more violence solves nothing now.""
nskr_kq_elizaJoin:""I think I understand.""",
nskr_kq_elizaViolence,DialogOptionSelected,$option == nskr_kq_elizaViolence,,"Her face quickly turns red. ""Sacrifices have to be made in the face of progress! Life isn't black and white, sometimes you have to get your hands dirty captain to make a change. For there are not many other options left!""","nskr_kq_elizaNoDifferent:""You really are no different.""
nskr_kq_elizaNoTerrorists:""I don't work with terrorists.""",
nskr_kq_elizaNoDifferent,DialogOptionSelected,$option == nskr_kq_elizaNoDifferent,FireBest nskr_kqElizaComsec,,,
nskr_kq_elizaNoTerrorists,DialogOptionSelected,$option == nskr_kq_elizaNoTerrorists,FireBest nskr_kqElizaComsec,,,
nskr_kq_elizaComsec,nskr_kqElizaComsec,,"AddText ""She's clearly out of her mind. You're making the right call."" gray","""No captain, this isn't how this works. You don't just barge in, and start accusing me like some hound from COMSEC!"" She turns on the chair to face slightly away from you, as she tries to calm down.",nskr_kq_elizaDismissed:Continue,
,,,,,,
nskr_kq_elizaDismissed,DialogOptionSelected,$option == nskr_kq_elizaDismissed,"FireBest nskr_kqElizaStoodLine
AddText ""\""Now get the hell out of here captain. I'm not just gonna stab you in the back on your way out like it would be customary for you corporate bastards.\""""
AddText ""\""But I'll be getting those disks from you soon enough, one way or another.\"" Thankfully she finishes.""
AddText ""She points towards the door, grabs the notebook on the desk and turns to face away from you. \""Now get out, while you still can!\"" The large chair blocks your view of her.""
nskr_quest kq set ELIZA_DIALOG_FINISHED
nskr_quest kq set ELIZA_RAID_ENABLED
nskr_quest kq do elizaToPort
SetShortcut nskr_kq_elizaThrownOut ESCAPE",,nskr_kq_elizaThrownOut:Leave,
nskr_kq_elizaStoodLine,nskr_kqElizaStoodLine,$nskr_kq_elizaStood,"AddText ""For the love of ludd she just keeps going. Your legs are starting to hurt a little, you really should have taken that seat."" gray",,,
nskr_kq_elizaThrownOut,DialogOptionSelected,$option == nskr_kq_elizaThrownOut,"AddText ""It's best to listen to her and leave."" gray
AddText ""The guard with the scar shoves your sidearm back to your arms and rushes you back to port.""
HideVisual",,defaultLeave:Continue,
,,,,,,
nskr_kq_elizaJoin,DialogOptionSelected,$option == nskr_kq_elizaJoin,FireBest nskr_kqElizaRight,,,
nskr_kq_elizaBackHer,DialogOptionSelected,$option == nskr_kq_elizaBackHer,FireBest nskr_kqElizaRight,,,
nskr_kq_elizaRight,nskr_kqElizaRight,,"AddText ""\""We will make things right, with this chip it will not only be achieved, it will be inevitable.\"" She's warming up to you as you play along.""","""Yes, you get it captain. This sector has suffered for far too long under corporate greed and the self appointed Hegemony. The grip of authority grows stronger every passing moment.""","nskr_kq_elizaRefuse:""I'm not working with a terrorist.""
nskr_kq_elizaTogether:""Yes we will make things right, together."" (lie)
nskr_kq_elizaReallyRight:""You really are right.""",
nskr_kq_elizaReallyRight,DialogOptionSelected,$option == nskr_kq_elizaReallyRight,"FireBest nskr_kqElizaOffer
AddText ""Be careful of what you're getting yourself into, now."" gray",,,
nskr_kq_elizaTogether,DialogOptionSelected,$option == nskr_kq_elizaTogether,"FireBest nskr_kqElizaOffer
AddText ""Just tell her what she wants to hear."" gray",,,
